user_id,signup_date,device_type,region,is_active
97,2023-09-13,desktop,North America,0
98,2023-01-17,mobile,Europe,0
99,2024-06-10,desktop,Asia,0
100,2023-05-24,tablet,Europe,1
101,2024-03-30,mobile,Europe,1
102,2023-09-08,desktop,South America,0
103,2023-09-03,mobile,Asia,1
104,2024-04-21,mobile,North America,0
105,2023-02-01,mobile,North America,1
106,2023-09-07,tablet,Asia,1
107,2023-05-03,mobile,North America,1
108,2023-12-28,mobile,South America,1
109,2023-02-14,tablet,Europe,1
110,2023-11-17,tablet,South America,1
111,2024-04-21,mobile,Europe,0
112,2023-08-15,mobile,North America,0
113,2023-12-25,desktop,Asia,1
114,2023-04-27,tablet,North America,0
115,2023-09-16,desktop,Europe,0
116,2024-07-14,mobile,Europe,0
117,2023-03-30,mobile,Asia,0
118,2023-07-08,desktop,Asia,1
119,2024-04-12,tablet,Asia,1
120,2024-02-17,desktop,North America,0
121,2023-05-17,mobile,South America,1
122,2024-01-29,tablet,Europe,1
123,2024-06-05,desktop,South America,1
124,2023-02-13,mobile,Asia,1
125,2023-01-21,mobile,Asia,1
126,2024-03-26,tablet,North America,1
127,2023-06-06,mobile,South America,0
128,2024-02-21,desktop,Asia,0
129,2024-08-03,tablet,South America,0
130,2023-02-01,mobile,Europe,0
131,2024-01-19,desktop,South America,1
132,2023-05-05,desktop,North America,1
133,2024-05-16,desktop,South America,1
134,2023-10-02,desktop,South America,0
135,2023-03-11,mobile,North America,1
136,2023-10-13,tablet,Asia,1
137,2024-04-17,tablet,Asia,0
138,2024-01-31,tablet,South America,0
139,2023-04-30,mobile,South America,0
140,2024-02-19,desktop,Asia,1
141,2023-11-11,mobile,Europe,1
142,2023-02-28,desktop,North America,1
143,2024-01-13,mobile,North America,0
144,2024-04-14,mobile,Europe,0
145,2023-02-21,mobile,Europe,0
146,2023-12-21,mobile,South America,0
147,2024-01-16,mobile,Europe,0
148,2023-03-17,mobile,South America,1
149,2023-12-23,mobile,Asia,0
150,2023-10-29,mobile,Asia,1
151,2024-07-24,desktop,Europe,0
152,2024-02-18,tablet,Europe,1
153,2024-01-29,mobile,South America,1
154,2024-02-20,mobile,South America,1
155,2023-12-12,tablet,South America,0
156,2023-03-13,desktop,South America,1
157,2024-01-26,desktop,South America,1
158,2024-02-10,desktop,North America,1
159,2024-01-24,tablet,South America,0
160,2023-05-18,tablet,Europe,1
161,2024-07-08,mobile,South America,1
162,2023-05-24,desktop,Asia,1
163,2023-11-07,tablet,Asia,1
164,2023-10-30,desktop,Asia,0
165,2023-04-15,tablet,Asia,0
166,2023-09-09,tablet,Europe,0
167,2024-04-04,tablet,Europe,1
168,2023-08-07,tablet,South America,1
169,2024-03-19,tablet,North America,0
170,2023-12-06,mobile,Europe,1
171,2023-09-09,desktop,South America,1
172,2023-07-14,mobile,Europe,1
173,2023-02-20,tablet,North America,0
174,2023-03-08,tablet,North America,1
175,2023-07-21,mobile,South America,1
176,2024-02-26,tablet,North America,0
177,2023-07-07,desktop,Asia,0
178,2023-09-09,mobile,Europe,1
179,2024-06-08,desktop,Europe,1
180,2024-01-25,tablet,Asia,0
181,2023-12-27,tablet,North America,0
182,2023-03-24,tablet,Asia,1
183,2023-04-07,desktop,Asia,0
184,2024-03-06,mobile,South America,0
185,2024-02-21,tablet,Europe,0
186,2023-04-27,tablet,Asia,1
187,2023-11-10,mobile,South America,1
188,2023-09-30,desktop,Asia,0
189,2024-01-11,mobile,Europe,1
190,2024-08-04,tablet,Asia,1
191,2023-06-22,tablet,Europe,1
192,2023-05-12,tablet,Asia,1
193,2023-02-26,desktop,North America,0
194,2024-08-03,mobile,Europe,0
195,2024-03-09,tablet,South America,1
196,2024-08-19,desktop,North America,1
197,2023-11-14,mobile,Asia,1
198,2023-04-18,tablet,Asia,1
199,2023-03-14,desktop,North America,0
200,2023-01-21,mobile,North America,0
201,2023-09-17,desktop,Europe,1
202,2023-03-20,mobile,North America,0
203,2024-02-25,tablet,North America,1
204,2023-09-26,mobile,South America,1
205,2024-07-11,desktop,South America,1
206,2024-06-09,desktop,Asia,0
207,2023-07-27,mobile,South America,1
208,2024-07-20,mobile,Europe,1
209,2024-05-17,tablet,Asia,1
210,2024-07-30,desktop,South America,1
211,2023-04-28,tablet,Europe,0
212,2023-09-22,tablet,North America,0
213,2023-04-29,desktop,Europe,1
214,2024-08-11,tablet,North America,0
215,2024-03-27,desktop,Asia,1
216,2023-10-11,desktop,Europe,0
217,2024-07-27,mobile,Europe,1
218,2023-08-03,tablet,Europe,0
219,2024-04-01,desktop,North America,0
220,2023-11-28,tablet,Asia,1
221,2024-02-10,mobile,Europe,1
222,2024-05-14,tablet,North America,1
223,2023-11-14,mobile,South America,0
224,2024-07-01,desktop,Asia,1
225,2023-03-24,desktop,South America,0
226,2023-10-20,mobile,South America,0
227,2024-05-13,mobile,North America,0
228,2023-01-11,desktop,Asia,0
229,2023-06-03,mobile,South America,0
230,2023-05-09,tablet,North America,1
231,2023-12-31,tablet,North America,0
232,2023-09-05,mobile,North America,0
233,2024-05-22,desktop,South America,1
234,2023-06-08,tablet,North America,0
235,2023-05-06,tablet,Europe,1
236,2024-04-24,desktop,Asia,1
237,2023-02-15,tablet,South America,0
238,2024-04-19,mobile,Europe,1
239,2024-07-30,desktop,Asia,1
240,2023-02-06,desktop,Asia,1
241,2023-11-16,desktop,Asia,0
242,2023-04-30,mobile,Europe,1
243,2023-10-02,tablet,Europe,0
244,2024-01-06,desktop,Europe,1
245,2024-05-24,desktop,North America,0
246,2024-08-22,tablet,South America,0
247,2024-07-04,tablet,North America,0
248,2023-03-19,desktop,Asia,0
249,2024-03-07,tablet,North America,1
250,2023-11-01,desktop,South America,0
251,2023-07-03,tablet,North America,0
252,2024-08-10,desktop,Asia,1
253,2023-06-26,desktop,Europe,1
254,2024-06-17,desktop,Europe,0
255,2023-04-29,desktop,North America,0
256,2023-02-03,desktop,North America,1
257,2023-08-02,mobile,North America,1
258,2023-11-09,mobile,Asia,1
259,2023-01-31,tablet,South America,0
260,2023-05-08,mobile,South America,0
261,2024-08-21,tablet,South America,0
262,2024-04-18,mobile,Asia,1
263,2023-05-17,mobile,South America,1
264,2023-04-20,mobile,South America,1
265,2024-02-14,tablet,Europe,1
266,2023-10-30,desktop,North America,1
267,2024-08-13,desktop,Asia,1
268,2023-04-25,tablet,Asia,1
269,2024-01-22,desktop,Asia,1
270,2024-05-26,desktop,Asia,0
271,2023-04-24,mobile,Europe,1
272,2023-01-01,mobile,North America,1
273,2023-05-03,desktop,South America,1
274,2023-02-15,mobile,North America,0
275,2023-05-26,desktop,South America,0
276,2024-07-19,tablet,Europe,1
277,2023-01-15,tablet,North America,1
278,2023-06-27,mobile,Asia,1
279,2024-06-06,desktop,Asia,0
280,2024-02-11,mobile,Asia,0
281,2024-05-09,mobile,South America,0
282,2024-04-30,mobile,North America,1
283,2024-08-02,desktop,Asia,0
284,2023-04-26,mobile,South America,1
285,2023-06-08,desktop,Asia,1
286,2023-06-30,mobile,Asia,0
287,2023-01-21,tablet,Asia,0
288,2024-03-10,tablet,Asia,0
289,2023-11-12,desktop,Asia,1
290,2023-10-04,tablet,Europe,0
291,2023-10-16,mobile,Asia,0
292,2023-11-20,desktop,North America,1
293,2024-01-13,desktop,Asia,0
294,2023-07-22,desktop,Asia,1
295,2023-06-18,desktop,North America,0
296,2024-01-11,mobile,Asia,0
297,2023-04-06,mobile,North America,1
298,2023-07-31,desktop,Europe,1
299,2023-09-14,tablet,North America,1
300,2023-05-09,mobile,South America,1
301,2024-06-12,mobile,Europe,1
302,2023-12-05,tablet,Asia,1
303,2023-09-06,tablet,Europe,1
304,2023-09-09,mobile,South America,0
305,2024-02-07,tablet,South America,0
306,2023-04-02,tablet,South America,0
307,2024-07-11,desktop,Europe,0
308,2024-06-06,mobile,South America,1
309,2023-01-28,tablet,South America,0
310,2023-12-02,desktop,South America,0
311,2024-07-07,mobile,Europe,0
312,2023-08-25,desktop,Europe,1
313,2023-08-24,desktop,Asia,0
314,2023-04-02,tablet,Asia,1
315,2023-11-01,mobile,North America,0
316,2024-01-21,tablet,North America,0
317,2024-03-29,tablet,Europe,1
318,2023-06-23,tablet,South America,1
319,2023-01-04,mobile,South America,1
320,2023-04-17,desktop,Asia,0
321,2023-03-11,tablet,South America,0
322,2024-01-20,tablet,South America,1
323,2023-11-09,mobile,Asia,0
324,2023-11-14,desktop,North America,0
325,2023-11-10,tablet,Europe,1
326,2023-03-15,desktop,Asia,0
327,2023-01-11,mobile,North America,1
328,2024-03-12,desktop,South America,1
329,2023-08-19,tablet,Asia,0
330,2024-07-11,mobile,Europe,1
331,2024-01-24,mobile,Asia,1
332,2024-03-06,tablet,Europe,0
333,2024-03-16,tablet,North America,1
334,2023-04-13,tablet,Europe,1
335,2024-03-01,mobile,South America,0
336,2023-04-25,tablet,Asia,1
337,2023-10-05,desktop,South America,0
338,2023-11-04,tablet,Europe,1
339,2023-08-21,mobile,North America,1
340,2023-02-16,desktop,Europe,0
341,2024-05-07,mobile,Europe,1
342,2024-01-16,tablet,Europe,1
343,2024-07-15,tablet,Europe,1
344,2024-02-12,tablet,Europe,1
345,2023-10-19,tablet,South America,1
346,2023-08-23,tablet,North America,1
347,2023-11-16,mobile,Asia,0
348,2024-04-09,tablet,South America,0
349,2023-05-26,mobile,North America,0
350,2024-06-18,mobile,Asia,1
351,2023-08-20,desktop,North America,1
352,2023-09-15,mobile,South America,1
353,2023-10-07,tablet,South America,0
354,2024-03-07,tablet,South America,1
355,2024-03-01,mobile,South America,1
356,2023-08-08,mobile,South America,1
357,2024-05-28,desktop,Europe,1
358,2023-01-23,desktop,North America,0
359,2023-10-20,mobile,North America,1
360,2023-02-11,mobile,South America,1
361,2023-07-08,tablet,North America,0
362,2023-01-19,tablet,South America,0
363,2023-01-13,tablet,North America,0
364,2023-11-26,mobile,Europe,0
365,2023-08-29,desktop,Europe,0
366,2023-11-06,mobile,Asia,0
367,2023-07-03,tablet,Europe,1
368,2023-10-26,desktop,Asia,0
369,2024-07-04,desktop,North America,1
370,2023-12-16,mobile,Europe,1
371,2024-08-02,mobile,North America,1
372,2023-12-02,desktop,North America,0
373,2023-11-06,desktop,North America,1
374,2023-12-09,tablet,South America,1
375,2023-09-09,tablet,Europe,1
376,2023-07-05,mobile,Europe,1
377,2023-04-12,desktop,North America,1
378,2023-11-14,mobile,Europe,0
379,2023-11-06,tablet,South America,1
380,2023-02-05,mobile,Asia,0
381,2024-06-25,desktop,Europe,0
382,2023-03-18,tablet,South America,1
383,2023-08-01,tablet,Europe,1
384,2023-04-22,desktop,Europe,0
385,2023-07-23,mobile,North America,1
386,2023-05-16,desktop,North America,1
387,2024-04-23,desktop,South America,0
388,2024-08-17,mobile,Asia,1
389,2024-03-15,desktop,South America,0
390,2024-01-25,mobile,Europe,0
391,2023-10-13,desktop,South America,0
392,2024-03-25,mobile,Asia,1
393,2023-10-06,mobile,Asia,0
394,2023-06-23,mobile,Europe,0
395,2024-08-09,tablet,Asia,1
396,2023-10-23,tablet,Asia,1
397,2023-08-04,mobile,Asia,1
398,2023-09-09,desktop,Europe,0
399,2024-08-14,desktop,South America,1
400,2023-02-11,mobile,Asia,0
401,2024-07-28,desktop,North America,0
402,2023-05-18,desktop,Europe,1
403,2023-11-23,mobile,Asia,1
404,2023-06-30,desktop,Europe,0
405,2023-08-11,desktop,Europe,0
406,2024-01-16,desktop,Asia,0
407,2023-12-05,tablet,Europe,1
408,2023-10-15,mobile,North America,0
409,2023-08-20,mobile,North America,0
410,2023-07-07,tablet,Asia,0
411,2024-07-09,tablet,North America,0
412,2023-05-21,tablet,Europe,1
413,2023-09-09,mobile,Europe,1
414,2024-04-27,mobile,North America,1
415,2023-03-10,desktop,Asia,0
416,2024-08-14,tablet,Asia,1
417,2023-06-16,tablet,Asia,1
418,2023-07-27,desktop,Asia,1
419,2023-01-19,desktop,South America,1
420,2024-01-28,desktop,South America,0
421,2024-06-06,desktop,South America,0
422,2024-08-06,mobile,South America,1
423,2024-03-28,tablet,North America,0
424,2023-10-04,desktop,Europe,0
425,2023-02-18,tablet,South America,0
426,2023-06-18,mobile,North America,0
427,2023-05-15,tablet,Europe,1
428,2024-04-24,mobile,Asia,1
429,2023-02-16,tablet,North America,1
430,2024-06-18,mobile,North America,1
431,2024-07-08,desktop,South America,1
432,2023-05-10,tablet,Asia,0
433,2023-05-11,mobile,Asia,1
434,2023-07-13,desktop,Europe,0
435,2024-08-08,tablet,Europe,0
436,2023-04-19,mobile,South America,0
437,2023-11-04,desktop,North America,1
438,2024-08-02,tablet,South America,0
439,2023-05-21,desktop,South America,1
440,2023-07-06,mobile,Europe,1
441,2023-11-20,mobile,Europe,1
442,2023-11-20,tablet,Asia,1
443,2023-04-18,mobile,Europe,1
444,2023-05-06,tablet,North America,0
445,2023-03-16,tablet,South America,0
446,2023-01-10,mobile,Asia,1
447,2023-02-21,tablet,North America,0
448,2024-03-14,desktop,North America,1
449,2024-01-27,tablet,Europe,0
450,2024-05-15,mobile,Asia,1
451,2023-11-02,mobile,Asia,0
452,2024-04-07,tablet,Asia,0
453,2023-08-09,mobile,Europe,0
454,2024-03-18,mobile,South America,0
455,2023-02-18,desktop,North America,0
456,2024-03-09,mobile,North America,1
457,2023-04-19,desktop,Europe,0
458,2024-06-19,mobile,Europe,1
459,2023-11-20,mobile,North America,1
460,2023-11-09,mobile,North America,1
461,2023-04-19,tablet,Europe,0
462,2023-04-07,tablet,North America,1
463,2024-07-24,desktop,South America,1
464,2023-03-11,mobile,North America,0
465,2024-04-23,tablet,Asia,0
466,2023-07-08,mobile,North America,1
467,2024-04-16,mobile,North America,1
468,2023-12-09,desktop,Europe,1
469,2024-02-22,desktop,South America,0
470,2024-03-13,tablet,North America,1
471,2024-05-06,tablet,Asia,1
472,2023-11-06,desktop,South America,0
473,2023-07-11,tablet,North America,1
474,2024-07-27,tablet,Asia,1
475,2024-07-06,mobile,Asia,1
476,2024-03-30,mobile,South America,0
477,2024-05-12,desktop,Asia,0
478,2024-02-20,mobile,South America,0
479,2024-02-16,tablet,South America,0
480,2023-02-06,tablet,Asia,1
481,2024-06-21,desktop,North America,0
482,2023-06-10,mobile,Asia,0
483,2024-01-10,mobile,North America,1
484,2024-06-06,desktop,Europe,0
485,2024-06-06,mobile,North America,1
486,2023-11-22,mobile,North America,1
487,2023-10-28,mobile,South America,0
488,2024-08-09,tablet,Europe,0
489,2023-07-24,tablet,Europe,1
490,2023-01-31,mobile,Europe,0
491,2023-09-05,tablet,Asia,1
492,2024-06-05,mobile,North America,1
493,2024-06-20,tablet,Europe,0
494,2024-08-23,mobile,Asia,0
495,2024-07-12,tablet,Asia,1
496,2023-09-15,desktop,Asia,1
497,2024-06-24,tablet,Europe,0
498,2024-03-26,tablet,North America,1
499,2024-01-17,mobile,South America,1
500,2024-05-26,mobile,South America,1
501,2023-04-28,tablet,North America,1
502,2023-09-23,desktop,Europe,0
503,2024-07-12,tablet,South America,1
504,2024-06-30,mobile,North America,1
505,2024-01-03,mobile,Europe,0
506,2023-02-21,desktop,Europe,0
507,2024-07-18,mobile,Asia,1
508,2023-10-08,mobile,Asia,0
509,2023-07-25,tablet,South America,1
510,2024-02-05,desktop,South America,0
511,2024-04-14,tablet,North America,1
512,2023-06-30,desktop,North America,0
513,2024-02-25,desktop,Europe,0
514,2023-06-26,desktop,Europe,0
515,2023-09-20,tablet,Asia,1
516,2023-03-21,tablet,Asia,1
517,2024-05-31,desktop,Asia,0
518,2023-03-04,desktop,Asia,1
519,2024-07-07,mobile,Asia,0
520,2023-04-01,desktop,South America,1
521,2023-09-10,desktop,South America,1
522,2024-07-09,desktop,Asia,0
523,2023-04-19,desktop,North America,1
524,2023-03-05,mobile,Europe,1
525,2023-08-17,mobile,North America,1
526,2024-05-27,desktop,Asia,1
527,2023-12-10,tablet,North America,1
528,2023-09-30,tablet,South America,0
529,2024-02-29,mobile,Europe,0
530,2024-04-09,mobile,Europe,1
531,2023-08-07,desktop,North America,1
532,2023-04-28,mobile,Europe,0
533,2024-04-04,mobile,Europe,1
534,2023-02-03,tablet,Asia,0
535,2023-08-05,mobile,North America,0
536,2023-07-06,tablet,North America,1
537,2023-08-09,desktop,Europe,1
538,2023-02-14,mobile,South America,1
539,2023-07-26,tablet,Europe,1
540,2023-07-01,mobile,South America,1
541,2023-09-12,tablet,North America,1
542,2024-07-13,tablet,Europe,1
543,2023-11-06,tablet,Asia,0
544,2023-01-12,desktop,North America,1
545,2023-09-30,mobile,Asia,1
546,2023-11-02,tablet,Europe,0
547,2023-01-30,mobile,South America,1
548,2024-06-09,tablet,Asia,0
549,2023-02-13,mobile,Asia,0
550,2024-02-17,desktop,North America,1
551,2024-04-13,tablet,North America,1
552,2023-03-29,desktop,Asia,0
553,2023-01-26,tablet,South America,1
554,2023-12-08,tablet,South America,0
555,2023-02-28,tablet,South America,0
556,2024-03-17,mobile,Europe,1
557,2023-07-01,mobile,Europe,0
558,2023-04-28,desktop,North America,1
559,2023-06-05,tablet,Europe,1
560,2023-04-02,desktop,North America,0
561,2023-01-05,desktop,Europe,0
562,2023-10-31,mobile,South America,0
563,2023-10-16,tablet,North America,1
564,2024-01-16,desktop,Europe,0
565,2024-04-01,mobile,Europe,1
566,2023-10-01,mobile,North America,0
567,2024-02-11,desktop,North America,1
568,2023-12-20,tablet,Europe,1
569,2023-12-17,desktop,North America,0
570,2024-02-01,mobile,North America,0
571,2023-11-18,desktop,North America,1
572,2023-04-10,desktop,Asia,0
573,2023-12-21,mobile,South America,1
574,2024-07-07,tablet,Europe,1
575,2023-01-23,mobile,Asia,0
576,2023-06-06,desktop,South America,1
577,2023-04-08,mobile,Asia,0
578,2023-07-09,desktop,North America,0
579,2023-10-18,tablet,Asia,1
580,2024-01-30,tablet,Europe,1
581,2023-03-22,desktop,South America,0
582,2024-03-23,desktop,Asia,1
583,2024-03-11,desktop,South America,1
584,2023-06-02,tablet,South America,1
585,2023-01-03,mobile,Europe,0
586,2023-09-05,mobile,North America,1
587,2023-12-23,tablet,Europe,1
588,2024-02-18,tablet,North America,1
589,2023-06-30,mobile,North America,1
590,2024-06-10,tablet,South America,0
591,2023-03-18,desktop,North America,0
592,2024-03-11,mobile,Asia,1
593,2023-01-29,desktop,South America,1
594,2023-09-03,desktop,South America,1
595,2023-12-29,desktop,South America,0
596,2023-12-24,desktop,Asia,1
597,2023-11-10,mobile,South America,0
598,2024-03-05,tablet,Asia,1
599,2024-07-23,mobile,Europe,0
600,2024-07-19,tablet,South America,1
601,2023-09-19,tablet,North America,0
602,2023-04-20,mobile,Europe,1
603,2023-07-13,tablet,North America,0
604,2023-03-30,mobile,South America,1
605,2023-11-28,desktop,Europe,1
606,2024-04-16,mobile,Europe,1
607,2024-08-05,desktop,North America,0
608,2024-01-29,mobile,South America,0
609,2024-01-12,tablet,Europe,1
610,2024-05-03,mobile,Europe,0
611,2023-09-18,tablet,Asia,1
612,2024-03-03,desktop,South America,1
613,2023-01-09,tablet,Europe,1
614,2023-09-15,mobile,Europe,0
615,2023-01-31,desktop,Europe,1
616,2024-06-07,tablet,Asia,0
617,2024-06-06,desktop,Asia,1
618,2024-01-21,desktop,South America,0
619,2024-02-27,tablet,Europe,0
620,2023-12-09,tablet,North America,0
621,2023-03-27,mobile,Europe,1
622,2023-10-12,tablet,South America,0
623,2023-02-19,tablet,Asia,0
624,2023-03-11,mobile,North America,1
625,2023-11-16,desktop,South America,1
626,2023-03-19,mobile,Europe,1
627,2023-05-07,mobile,North America,1
628,2023-03-03,desktop,South America,1
629,2023-01-07,mobile,Europe,1
630,2023-04-11,tablet,North America,0
631,2023-10-19,tablet,South America,0
632,2024-05-01,desktop,North America,1
633,2024-05-25,tablet,South America,1
634,2024-06-26,tablet,Asia,1
635,2024-08-09,desktop,South America,0
636,2024-02-06,mobile,Asia,0
637,2023-01-06,tablet,Asia,0
638,2023-12-07,desktop,South America,0
639,2023-02-22,mobile,Asia,1
640,2023-08-23,desktop,South America,1
641,2023-04-14,desktop,North America,1
642,2024-03-27,tablet,Asia,0
643,2024-03-05,tablet,Asia,1
644,2024-06-10,mobile,Europe,1
645,2023-08-21,mobile,North America,0
646,2024-05-09,mobile,South America,1
647,2024-02-16,mobile,Europe,0
648,2023-03-09,tablet,North America,1
649,2024-05-01,mobile,Europe,1
650,2024-01-31,desktop,Europe,1
651,2023-07-20,tablet,North America,0
652,2023-01-15,mobile,Asia,0
653,2023-01-10,tablet,North America,0
654,2023-05-18,desktop,Europe,0
655,2024-02-14,desktop,South America,1
656,2024-06-27,desktop,South America,1
657,2024-01-24,desktop,South America,1
658,2023-03-16,desktop,Europe,1
659,2023-08-16,mobile,Europe,1
660,2024-01-05,desktop,South America,1
661,2023-02-17,mobile,Asia,0
662,2024-01-14,desktop,North America,1
663,2023-10-28,desktop,South America,1
664,2023-08-25,tablet,South America,0
665,2023-09-25,tablet,North America,0
666,2024-06-21,desktop,Europe,1
667,2023-09-19,mobile,Asia,0
668,2023-05-25,tablet,North America,1
669,2023-10-27,tablet,Asia,0
670,2023-09-22,mobile,South America,1
671,2024-04-07,tablet,South America,0
672,2024-06-05,tablet,North America,0
673,2024-02-15,mobile,North America,0
674,2024-01-28,mobile,North America,0
675,2023-02-09,tablet,North America,0
676,2024-04-05,tablet,Asia,0
677,2024-08-13,mobile,Asia,1
678,2024-05-29,mobile,Asia,1
679,2024-02-28,desktop,Asia,1
680,2023-12-30,desktop,Asia,1
681,2024-08-09,mobile,Asia,1
682,2024-01-15,mobile,South America,1
683,2023-03-17,mobile,South America,0
684,2023-09-03,desktop,North America,1
685,2023-09-01,desktop,North America,0
686,2024-01-04,desktop,Asia,0
687,2023-12-15,tablet,North America,0
688,2024-06-17,desktop,South America,0
689,2023-08-23,tablet,North America,1
690,2023-02-14,mobile,North America,1
691,2023-01-02,tablet,North America,0
692,2023-04-21,tablet,South America,0
693,2023-03-09,mobile,Asia,0
694,2023-07-30,desktop,North America,1
695,2023-11-29,desktop,South America,1
696,2024-06-22,desktop,South America,0
697,2024-06-07,tablet,Europe,0
698,2024-01-24,mobile,South America,1
699,2024-01-17,tablet,South America,0
700,2023-05-14,mobile,South America,1
701,2023-05-15,desktop,Asia,0
702,2023-11-09,desktop,South America,0
703,2023-10-08,mobile,South America,1
704,2024-02-11,tablet,Europe,1
705,2023-09-08,mobile,North America,0
706,2023-12-19,tablet,Europe,0
707,2023-03-11,mobile,Asia,0
708,2023-11-07,mobile,North America,1
709,2024-07-29,desktop,North America,0
710,2023-12-23,desktop,Europe,0
711,2023-04-16,mobile,Asia,1
712,2023-06-20,mobile,Europe,1
713,2023-08-30,tablet,North America,0
714,2023-05-05,tablet,Asia,0
715,2024-04-16,mobile,South America,0
716,2024-07-24,tablet,North America,0
717,2023-09-01,desktop,South America,1
718,2023-03-04,desktop,Asia,0
719,2024-07-15,desktop,North America,1
720,2023-10-02,desktop,South America,0
721,2023-11-20,tablet,South America,1
722,2024-08-19,desktop,North America,1
723,2024-06-29,tablet,Europe,0
724,2023-09-07,desktop,South America,1
725,2024-01-28,desktop,Asia,1
726,2023-07-23,tablet,South America,0
727,2024-04-04,desktop,South America,1
728,2024-05-10,desktop,South America,1
729,2023-08-03,mobile,South America,1
730,2023-04-06,desktop,South America,0
731,2023-03-11,desktop,Europe,0
732,2023-09-03,tablet,North America,0
733,2023-07-06,tablet,Asia,0
734,2023-05-11,mobile,North America,1
735,2023-08-06,desktop,North America,1
736,2023-05-05,desktop,Europe,1
737,2024-08-23,tablet,Asia,0
738,2023-03-06,mobile,South America,1
739,2024-04-24,tablet,Europe,0
740,2023-12-05,mobile,Asia,0
741,2023-05-02,tablet,Europe,0
742,2023-12-03,desktop,North America,0
743,2024-03-07,mobile,North America,0
744,2024-03-21,mobile,North America,0
745,2023-07-24,desktop,South America,1
746,2023-03-10,mobile,South America,1
747,2023-07-15,desktop,Asia,0
748,2023-12-21,tablet,Europe,1
749,2023-12-27,mobile,Asia,0
750,2024-07-03,mobile,South America,0
751,2023-10-08,tablet,Europe,1
752,2024-06-08,tablet,Asia,0
753,2023-06-25,tablet,North America,0
754,2024-08-02,mobile,Asia,0
